ID_ANCO;ID_PADRE_IMPO;ID_FIJU;REF_EXTERNA;IMPORTE_ANCO;ID_JUNTA;ID_VALOR;REF_EXT_JUNTA;NUM_LIQ_R1JU;REF_EXTERNA_VALO
284704864;235702935;884;RI061948003921152880038105;14912;14010882230937840;20147323706JA99L002135;14010882230937840;192291268510;20140000006649
284704856;235702935;884;RI031948000000052867000516;15549;14010882230937840;20147323706JA99L002135;14010882230937840;192291268510;20140000006649
284704862;235702935;884;RI041948003921152872017811;15549;14010882230937840;20147323706JA99L002135;14010882230937840;192291268510;20140000006649
275490936;226576513;884;RI041948000000052872000151;6000;17060882231138670;20177323706JA99L001245;17060882231138670;192230233346;20170000966674
283957709;226576513;884;RI061948000000052880000136;6363;17060882231138670;20177323706JA99L001245;17060882231138670;192230233346;20170000966674
274855993;226576513;884;RI041948000000052872000149;6653;17060882231138670;20177323706JA99L001245;17060882231138670;192230233346;20170000966674
290002248;235701398;884;RI101948000000052931000319;6026;15070882231039480;20157323706JA99L001749;15070882231039480;472232437346;20150001011563
289403718;235701398;884;RI101948000000052931000006;750;15070882231039480;20157323706JA99L001749;15070882231039480;472232437346;20150001011563
287952907;235701398;884;RI031948000000052867000517;5546;15070882231039480;20157323706JA99L001749;15070882231039480;472232437346;20150001011563
274820227;235701398;884;RI041948000000052872000292;7300;15070882231039480;20157323706JA99L001749;15070882231039480;472232437346;20150001011563
274932943;235701398;884;RI031948000000052867000518;7300;15070882231039480;20157323706JA99L001749;15070882231039480;472232437346;20150001011563
289915327;242652852;884;RI101948000000052931000239;31716;18020882231178543;20187323706JA99L003713;18020882231178543;482000255200;20180000018315
273260422;242652852;884;RI041948000000052872000252;31653;18020882231178543;20187323706JA99L003713;18020882231178543;482000255200;20180000018315
272070023;242652852;884;RI031948000000052867000408;31284;18020882231178543;20187323706JA99L003713;18020882231178543;482000255200;20180000018315
281619683;242652852;884;RI061948000000052880000069;31716;18020882231178543;20187323706JA99L003713;18020882231178543;482000255200;20180000018315
289980074;228295161;884;RI101948000000052931000285;84;16030882231066394;20167323706JA99L001664;16030882231066394;482000175175;20160000022945
284899012;228295161;884;RI061948000000052880000230;113827;16030882231066394;20167323706JA99L001664;16030882231066394;482000175175;20160000022945
288976786;228295161;884;RI081948000000052882000302;732;16030882231066394;20167323706JA99L001664;16030882231066394;482000175175;20160000022945
289974711;225817345;884;RI101948000000052931000287;11340;18060882231201555;20187323706JA99L001682;18060882231201555;472232903971;20180000752433
288652941;225817345;884;RI081948000000052882000191;4444;18060882231201555;20187323706JA99L001682;18060882231201555;472232903971;20180000752433
288652943;225817345;884;RI081948000000052882000191;19000;18060882231201555;20187323706JA99L001682;18060882231201555;472232903971;20180000752433
289307797;235692124;884;RI081948003921152882049295;273;18050882231194546;20187323706JA99L003437;18050882231194546;482230071442;20180000743195
289925954;249996814;884;RI101948000000052931000240;15441;19030882231242663;20197323706JA21L000010;19030882231242663;102231104684;19030882231242663
284899175;226803772;884;RI061948000000052880000231;11369;17040882231130401;20177323706JA99L001857;17040882231130401;482230049440;20170000724577
287803225;235704986;884;RI081948000000052882000003;27433;14060882230966784;20147323706JA55L000093;14060882230966784;192230123410;20140000896247
289624467;242645530;884;RI101948000000052931000095;119730;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
288636139;242645530;884;RI081948000000052882000178;119730;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
286318800;242645530;884;RI061948000000052880000271;59865;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
275366619;242645530;884;RI041948000000052872000175;59865;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
273263792;242645530;884;RI041948000000052872000171;59564;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
281684159;242645530;884;RI061948000000052880000080;59865;17070882231146824;20177323706JA99L002916;17070882231146824;112230154404;20170000979666
283975272;228328110;884;RI061948000000052880000135;2813;15060882231026013;20157323706JA99L000819;15060882231026013;192230156473;20150000998679
289924133;226576203;884;RI101948000000052931000238;1931;17060882231141522;20177323706JA99L001241;17060882231141522;482000224553;20170000966299
288628257;226576203;884;RI081948000000052882000133;6337;17060882231141522;20177323706JA99L001241;17060882231141522;482000224553;20170000966299
275489885;228295571;884;RI041948000000052872000133;4460;16010882231058353;20167323706JA99L001667;16010882231058353;482140023563;20160000006927
284300892;228295571;884;RI061948000000052880000165;9363;16010882231058353;20167323706JA99L001667;16010882231058353;482140023563;20160000006927
274855617;235700122;884;RI041948000000052872000064;1824;14100882230989884;20147323706JA99L002070;14100882230989884;222230020331;20140000920201
289348754;229995192;884;RI081948000000052882000365;12622;13100882230919500;20137323706JA99L000423;13100882230919500;192290927805;20130001075377
275096189;242648194;884;RI031948000000052867000393;113265;18010882231168393;20187323706JA99L003904;18010882231168393;222230040256;20180000009482
288985292;226493697;884;RI081948000000052882000304;8749;18010882231168935;20187323706JA99L002975;18010882231168935;482230061545;20180000009523
287943212;242633462;884;RI081948000000052882000022;10000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
289400377;242633462;884;RI101948000000052931000007;5000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
289409387;242633462;884;RI101948000000052931000026;5000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
287952867;242633462;884;RI031948000000052867000274;4135;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
275542404;242633462;884;RI061948000000052880000019;5000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
271928595;242633462;884;RI031948000000052867000275;10000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
284348673;242633462;884;RI061948000000052880000179;10000;16100882231098490;20167323706JA99L002084;16100882231098490;222000048443;20160000921845
289962283;235695887;884;RI101948000000052931000285;4677;16070882231079310;20167323706JA99L001911;16070882231079310;192230183806;20160000905169
289318402;235695887;884;RI081948000000052882000332;4820;16070882231079310;20167323706JA99L001911;16070882231079310;192230183806;20160000905169
289811485;225824034;884;RI101948000000052931000157;43723;18050882231190802;20187323706JA99L002071;18050882231190802;102231063003;20180000742962
288983628;226804097;884;RI081948000000052882000303;17711;17040882231130024;20177323706JA99L001878;17040882231130024;482230048576;20170000724554
288248311;226497949;884;RI081948000000052882000092;50556;18010882231173180;20187323706JA99L003322;18010882231173180;192230201315;20180000009149
288248309;226497949;884;RI081948003921152882049209;7859;18010882231173180;20187323706JA99L003322;18010882231173180;192230201315;20180000009149
289324560;230000629;884;RI081948000000052882000329;8866;13100882230920383;20137323706JA99L000723;13100882230920383;472232099770;20130001075186
286247637;226575142;884;RI061948000000052880000256;11069;17060882231143001;20177323706JA99L001089;17060882231143001;102231014023;20170000966787
288606020;225535561;884;RI081948003921152882049222;5008;18080882231208521;20187323706JA99L001149;18080882231208521;102231059753;20180001220109
288606022;225535561;884;RI081948003930052882060613;1042;18080882231208521;20187323706JA99L001149;18080882231208521;102231059753;20180001220109
288606025;225535561;884;RI081948000000052882000141;25038;18080882231208521;20187323706JA99L001149;18080882231208521;102231059753;20180001220109
288571289;225837980;884;RI081948003921152882049213;83;18030882231180862;20187323706JA99L002371;18030882231180862;162230300610;20180000718955
288571291;225837980;884;RI081948003930052882060609;23;18030882231180862;20187323706JA99L002371;18030882231180862;162230300610;20180000718955
288571293;225837980;884;RI081948000000052882000115;413;18030882231180862;20187323706JA99L002371;18030882231180862;162230300610;20180000718955
287951817;225601488;884;RI081948003921152882049191;16020;18070882231204863;20187323706JA99L001412;18070882231204863;472183587015;20180001146541
287951819;225601488;884;RI081948003930052882060596;3448;18070882231204863;20187323706JA99L001412;18070882231204863;472183587015;20180001146541
287951822;225601488;884;RI081948000000052882000034;80100;18070882231204863;20187323706JA99L001412;18070882231204863;472183587015;20180001146541
288571297;225837263;884;RI081948003921152882049213;4414;18030882231181404;20187323706JA99L002327;18030882231181404;192230261474;20180000719021
